percentualProtestos,status,definicaoRisco,valorAprovado,endividamento,passivoCirculante,totalAtivo,totalPatrimonioLiquido,faturamentoBruto,scorePontualidade,percentualRisco,categoria
0.0,AprovadoComite,De 0 a 10 % - Muito Baixo,600000.0,0.0,2239479.0,18882820.0,16441174.0,31707660.0,0.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,60000.0,0.0,6537907.0,20127024.0,11961963.0,4599750.0,0.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,130000.0,0.0,455952.0,3552815.0,3096863.0,8571039.0,1.0,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,60000.0,0.0,1037009.0,3762616.0,2725606.0,2970327.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,700000.0,0.0,86495339.0,345824174.0,245430146.0,387672746.0,0.9999999763,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,120000.0,0.0,2200921.0,4517091.0,2316169.0,8833287.0,1.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,70000.0,0.0,18458725.0,30795864.0,12288169.0,73827926.0,1.0,0.0357142857142857,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,100000.0,0.0,47552728.0,74492008.0,18551598.0,91003927.0,0.8992099872,0.1071428571428571,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,120000.0,0.0,2635122.0,4637565.0,1951427.0,4834558.0,0.0,0.0,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,500000.0,0.0,4828855.0,25683558.0,18743273.0,42475939.0,1.0,0.0892857142857142,Bom
0.0,AprovadoComite,De 0 a 10 % - Muito Baixo,160000.0,0.0,2200921.0,4517091.0,2316169.0,8833287.0,1.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1000000.0,0.0,92788588.0,12584064.0,26202813.0,201782206.0,0.0,0.0535714285714285,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,800000.0,0.0,7811481.0,16122483.0,8311002.0,46145958.0,0.9882213279,0.0892857142857142,Bom
0.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,160000.0,0.0,4895367.0,4895367.0,4131004.0,7575754.0,1.0,0.0892857142857142,Bom
